timestamp,price,market_cap,volume_24h,circulating_supply,price_change_24h,bullish_sentiment,bearish_sentiment
2026-03-14 03:47:13,"$70,527.03",$1.41T,$54.85B,20M BTC,1.47% (24h),,
2026-03-14 04:02:46,"$70,617.01",$1.41T,$54.69B,20M BTC,1.41% (24h),,
2026-03-14 04:51:35,"$70,558.78",$1.41T,$53.55B,20M BTC,1.77% (24h),,
2026-03-14 05:20:09,"$70,702.51",$1.41T,$52.13B,20M BTC,1.49% (24h),,
2026-03-14 05:51:59,"$70,580.44",$1.41T,$52.39B,20M BTC,2.04% (24h),,
2026-03-14 06:20:40,"$70,489.53",$1.4T,$51.39B,20M BTC,2.74% (24h),,
2026-03-14 06:51:11,"$70,542.80",$1.41T,$50.62B,20M BTC,2.79% (24h),,
2026-03-14 07:04:44,"$70,640.90",$1.41T,$50.56B,20M BTC,2.4% (24h),,
2026-03-14 07:36:20,"$70,695.44",$1.41T,$49.92B,20M BTC,2.25% (24h),,
2026-03-14 07:53:46,"$70,769.69",$1.41T,$49.68B,20M BTC,2.04% (24h),,
2026-03-14 08:33:02,"$70,741.26",$1.41T,$49.32B,20M BTC,2.39% (24h),,
2026-03-14 09:31:47,"$70,916.81",$1.41T,$46.6B,20M BTC,3.13% (24h),,
2026-03-14 10:03:58,"$70,916.86",$1.41T,$44.75B,20M BTC,3.37% (24h),,
2026-03-14 10:42:51,"$70,718.75",$1.41T,$40.45B,20M BTC,3.73% (24h),,
2026-03-14 11:04:32,"$70,674.84",$1.41T,$38.87B,20M BTC,2.36% (24h),,
2026-03-14 11:39:54,"$70,594.56",$1.41T,$35.6B,20M BTC,2.52% (24h),,
2026-03-14 11:57:05,"$70,605.89",$1.41T,$35.1B,20M BTC,1.68% (24h),,
2026-03-14 12:23:53,"$70,628.61",$1.41T,$33.03B,20M BTC,1.09% (24h),,
2026-03-14 12:56:01,"$70,697.32",$1.41T,$31.66B,20M BTC,1.87% (24h),,
2026-03-14 13:21:00,"$70,693.35",$1.41T,$30.51B,20M BTC,1.94% (24h),,
2026-03-14 13:48:22,"$70,667.82",$1.41T,$29B,20M BTC,0.59% (24h),,
2026-03-14 14:02:13,"$70,591.72",$1.41T,$28.77B,20M BTC,0.64% (24h),,
2026-03-14 14:55:54,"$70,673.43",$1.41T,$26.15B,20M BTC,0.58% (24h),,
2026-03-14 15:23:04,"$70,685.51",$1.41T,$25.82B,20M BTC,0.6% (24h),,
2026-03-14 15:47:16,"$70,712.06",$1.41T,$25.53B,20M BTC,0.65% (24h),,
2026-03-14 16:00:32,"$70,709.77",$1.41T,$25.31B,20M BTC,0.65% (24h),,
2026-03-14 16:31:59,"$70,744.93",$1.41T,$24.78B,20M BTC,0.81% (24h),,
2026-03-14 16:57:24,"$70,842.16",$1.41T,$24.47B,20M BTC,0.75% (24h),,
2026-03-14 17:22:06,"$70,705.12",$1.41T,$24.33B,20M BTC,0.96% (24h),,
2026-03-14 17:48:45,"$70,730.25",$1.41T,$23.86B,20M BTC,0.62% (24h),,
2026-03-14 18:01:51,"$70,780.74",$1.41T,$23.71B,20M BTC,0.52% (24h),,
2026-03-14 18:33:37,"$70,760.75",$1.41T,$22.93B,20M BTC,0.26% (24h),,
2026-03-14 18:58:11,"$70,715.43",$1.41T,$22.62B,20M BTC,0.1% (24h),,
2026-03-14 19:24:19,"$71,003.51",$1.42T,$22.52B,20M BTC,0.16% (24h),,
2026-03-14 19:50:02,"$71,158.84",$1.42T,$22.27B,20M BTC,0.29% (24h),,
2026-03-14 20:03:20,"$71,119.52",$1.42T,$22.27B,20M BTC,0.47% (24h),,
2026-03-14 23:29:23,"$71,345.53",$1.42T,$21.55B,20M BTC,0.41% (24h),,
2026-03-15 01:18:30,"$71,773.41",$1.43T,$21.39B,20M BTC,0.98% (24h),,
2026-03-15 02:13:52,"$71,532.32",$1.43T,$21.73B,20M BTC,0.84% (24h),,
2026-03-15 03:15:43,"$71,629.73",$1.43T,$21.2B,20M BTC,1.29% (24h),,
2026-03-15 03:54:53,"$71,430.37",$1.42T,$20.96B,20M BTC,1.19% (24h),,
2026-03-15 04:29:11,"$71,599.51",$1.43T,$20.81B,20M BTC,1.3% (24h),,
2026-03-15 05:02:07,"$71,863.87",$1.43T,$20.82B,20M BTC,1.78% (24h),,
2026-03-15 05:48:50,"$71,732.97",$1.43T,$21.16B,20M BTC,1.68% (24h),,
2026-03-15 06:04:26,"$71,801.90",$1.43T,$20.98B,20M BTC,1.79% (24h),,
2026-03-15 06:47:25,"$71,817.20",$1.43T,$21.08B,20M BTC,1.81% (24h),,
2026-03-15 07:05:03,"$71,751.66",$1.43T,$20.93B,20M BTC,1.54% (24h),,
2026-03-15 07:37:41,"$71,715.75",$1.43T,$20.94B,20M BTC,1.44% (24h),,
2026-03-15 07:54:59,"$71,865.69",$1.43T,$20.94B,20M BTC,1.54% (24h),,
2026-03-15 08:34:39,"$71,711.89",$1.43T,$20.94B,20M BTC,1.41% (24h),,
2026-03-15 09:33:49,"$71,495.86",$1.43T,$21.08B,20M BTC,0.84% (24h),,
2026-03-15 10:07:06,"$71,574.49",$1.43T,$22.02B,20M BTC,0.87% (24h),,
2026-03-15 10:46:29,"$71,456.10",$1.42T,$22.2B,20M BTC,1.16% (24h),,
2026-03-15 11:04:57,"$71,588.63",$1.43T,$22.13B,20M BTC,1.26% (24h),,
2026-03-15 11:41:12,"$71,485.50",$1.42T,$21.95B,20M BTC,1.29% (24h),,
2026-03-15 11:59:09,"$71,489.12",$1.42T,$21.71B,20M BTC,1.25% (24h),,
2026-03-15 12:32:12,"$71,363.57",$1.42T,$21.47B,20M BTC,0.98% (24h),,
2026-03-15 13:01:08,"$71,436.92",$1.42T,$21.6B,20M BTC,1.07% (24h),,
2026-03-15 13:33:12,"$71,505.25",$1.43T,$21.69B,20M BTC,1.13% (24h),,
2026-03-15 13:58:24,"$71,841.57",$1.43T,$21.84B,20M BTC,1.73% (24h),,
2026-03-15 14:36:01,"$71,744.19",$1.43T,$22.05B,20M BTC,1.51% (24h),,
2026-03-15 15:07:41,"$71,450.86",$1.42T,$22.45B,20M BTC,1.13% (24h),,
2026-03-15 15:39:24,"$71,508.11",$1.43T,$22.73B,20M BTC,1.18% (24h),,
2026-03-15 15:55:30,"$71,535.73",$1.43T,$22.68B,20M BTC,1.16% (24h),,
2026-03-15 16:20:48,"$71,519.35",$1.43T,$22.54B,20M BTC,1.09% (24h),,
2026-03-15 16:50:04,"$71,798.72",$1.43T,$22.97B,20M BTC,1.34% (24h),,
2026-03-15 17:14:35,"$71,655.54",$1.43T,$23.08B,20M BTC,1.38% (24h),,
2026-03-15 17:45:55,"$72,209.92",$1.44T,$23.55B,20M BTC,2.04% (24h),,
2026-03-15 18:01:20,"$72,023.47",$1.44T,$23.72B,20M BTC,1.75% (24h),,
2026-03-15 18:34:22,"$72,087.84",$1.44T,$24.49B,20M BTC,1.86% (24h),,
2026-03-15 19:00:21,"$72,835.10",$1.45T,$26.65B,20M BTC,2.98% (24h),,
2026-03-15 19:32:04,"$72,564.31",$1.45T,$27.48B,20M BTC,2.13% (24h),,
2026-03-15 19:57:49,"$72,777.73",$1.45T,$28.13B,20M BTC,2.19% (24h),,
2026-03-15 21:55:00,"$72,847.78",$1.45T,$29.5B,20M BTC,2.58% (24h),,
2026-03-16 00:35:01,"$73,710.21",$1.47T,$33.48B,20M BTC,2.99% (24h),,
2026-03-16 02:09:27,"$73,756.20",$1.47T,$36.55B,20M BTC,3.06% (24h),,
2026-03-16 03:47:53,"$73,511.93",$1.47T,$39.03B,20M BTC,2.89% (24h),,
2026-03-16 04:42:48,"$73,143.28",$1.46T,$39.98B,20M BTC,2.22% (24h),,
2026-03-16 05:49:09,"$73,224.48",$1.46T,$41.24B,20M BTC,2.07% (24h),,
2026-03-16 06:42:26,"$73,261.74",$1.46T,$41.57B,20M BTC,2.01% (24h),,
2026-03-16 07:35:51,"$73,578.12",$1.47T,$42.35B,20M BTC,2.58% (24h),,
2026-03-16 08:09:02,"$73,510.39",$1.47T,$42.53B,20M BTC,2.45% (24h),,
2026-03-16 09:52:19,"$74,049.52",$1.48T,$43.26B,20M BTC,3.58% (24h),,
2026-03-16 10:55:36,"$73,379.57",$1.46T,$47.15B,20M BTC,2.55% (24h),,
2026-03-16 12:00:06,"$73,281.42",$1.46T,$47.77B,20M BTC,2.51% (24h),,
2026-03-16 13:01:59,"$73,890.34",$1.47T,$49.97B,20M BTC,3.45% (24h),,
2026-03-16 14:03:22,"$73,961.58",$1.47T,$52.33B,20M BTC,2.99% (24h),,
2026-03-16 15:19:45,"$74,118.75",$1.48T,$54.24B,20M BTC,3.73% (24h),,
2026-03-16 15:58:25,"$73,905.82",$1.47T,$55.17B,20M BTC,3.27% (24h),,
2026-03-16 16:36:28,"$74,030.66",$1.48T,$55.46B,20M BTC,3.28% (24h),,
2026-03-16 17:10:42,"$74,304.37",$1.48T,$55.94B,20M BTC,3.68% (24h),,
2026-03-16 17:54:22,"$74,519.40",$1.49T,$56.91B,20M BTC,3.42% (24h),,
2026-03-16 18:25:48,"$74,652.70",$1.49T,$56.99B,20M BTC,3.81% (24h),,
2026-03-16 18:56:31,"$74,706.74",$1.49T,$56.6B,20M BTC,2.7% (24h),,
2026-03-16 19:25:40,"$74,532.26",$1.49T,$55.45B,20M BTC,2.69% (24h),,
2026-03-16 19:50:52,"$74,839.50",$1.49T,$55.38B,20M BTC,2.96% (24h),,
2026-03-16 20:56:37,"$74,992.73",$1.5T,$57.38B,20M BTC,3.31% (24h),,
2026-03-16 23:30:41,"$74,818.26",$1.49T,$60.71B,20M BTC,2.68% (24h),,
2026-03-17 01:10:39,"$74,305.24",$1.48T,$58.67B,20M BTC,0.57% (24h),,
2026-03-17 02:13:19,"$74,112.41",$1.48T,$57.76B,20M BTC,0.63% (24h),,
2026-03-17 03:21:38,"$74,366.96",$1.48T,$57.39B,20M BTC,0.81% (24h),,
2026-03-17 04:06:21,"$74,418.92",$1.48T,$56.99B,20M BTC,1.01% (24h),,
2026-03-17 05:05:48,"$74,108.36",$1.48T,$55.44B,20M BTC,1.34% (24h),,
2026-03-17 06:05:49,"$73,938.55",$1.47T,$55.86B,20M BTC,0.73% (24h),,
2026-03-17 07:04:38,"$73,773.01",$1.47T,$55.81B,20M BTC,0.04% (24h),,
2026-03-17 07:53:22,"$74,171.67",$1.48T,$56.3B,20M BTC,0.76% (24h),,
2026-03-17 08:51:28,"$73,739.54",$1.47T,$55.46B,20M BTC,0.06% (24h),,
2026-03-17 10:10:36,"$73,736.54",$1.47T,$53.94B,20M BTC,0.85% (24h),,
2026-03-17 11:16:38,"$74,188.05",$1.48T,$53.32B,20M BTC,0.76% (24h),,
2026-03-17 12:19:54,"$74,217.94",$1.48T,$53.95B,20M BTC,1.04% (24h),,
2026-03-17 13:32:32,"$74,351.96",$1.48T,$53.99B,20M BTC,0.76% (24h),,
2026-03-17 14:34:36,"$74,644.21",$1.49T,$53.02B,20M BTC,0.44% (24h),,
2026-03-17 15:39:04,"$74,757.89",$1.49T,$52.56B,20M BTC,0.83% (24h),,
2026-03-17 16:07:15,"$74,445.58",$1.48T,$52.51B,20M BTC,0.74% (24h),,
2026-03-17 16:54:49,"$74,553.17",$1.49T,$52.74B,20M BTC,0.53% (24h),,
2026-03-17 17:30:32,"$74,552.96",$1.49T,$52.3B,20M BTC,0.38% (24h),,
2026-03-17 18:04:09,"$74,761.02",$1.49T,$51.45B,20M BTC,0.33% (24h),,
2026-03-17 18:49:46,"$74,206.57",$1.48T,$50.59B,20M BTC,0.83% (24h),,
2026-03-17 19:19:12,"$74,302.13",$1.48T,$49.77B,20M BTC,0.26% (24h),,
2026-03-17 19:49:54,"$74,051.43",$1.48T,$49.47B,20M BTC,1.03% (24h),,
2026-03-17 21:00:11,"$73,880.09",$1.47T,$46.98B,20M BTC,1.86% (24h),,
2026-03-17 23:42:28,"$74,508.05",$1.49T,$42.82B,20M BTC,0.17% (24h),,
2026-03-18 01:18:43,"$74,272.15",$1.48T,$39.36B,20M BTC,0.11% (24h),,
2026-03-18 02:17:51,"$74,084.59",$1.48T,$38.24B,20M BTC,0.08% (24h),,
2026-03-18 03:21:08,"$73,889.04",$1.47T,$37.69B,20M BTC,0.64% (24h),,
2026-03-18 04:04:04,"$73,956.54",$1.47T,$37.54B,20M BTC,0.65% (24h),,
2026-03-18 05:04:56,"$74,095.92",$1.48T,$37.49B,20M BTC,0.05% (24h),,
2026-03-18 06:08:00,"$74,123.30",$1.48T,$35.84B,20M BTC,0.58% (24h),,
2026-03-18 07:07:04,"$73,771.36",$1.47T,$35.81B,20M BTC,0.16% (24h),,
2026-03-18 07:56:33,"$72,945.28",$1.45T,$37.43B,20M BTC,1.58% (24h),,
2026-03-18 08:51:57,"$72,423.91",$1.44T,$39.38B,20M BTC,1.79% (24h),,
2026-03-18 10:18:59,"$71,917.89",$1.43T,$39.56B,20M BTC,2.37% (24h),,
2026-03-18 11:42:21,"$71,358.31",$1.42T,$42.28B,20M BTC,3.31% (24h),,
2026-03-18 12:44:57,"$71,284.80",$1.42T,$43.12B,20M BTC,3.83% (24h),,
2026-03-18 13:47:41,"$71,716.66",$1.43T,$43.49B,20M BTC,3.65% (24h),,
2026-03-18 14:39:29,"$71,598.18",$1.43T,$44.24B,20M BTC,4.09% (24h),,
2026-03-18 15:35:33,"$71,151.23",$1.42T,$44.78B,20M BTC,4.56% (24h),,
2026-03-18 16:04:02,"$70,955.87",$1.41T,$45.03B,20M BTC,4.73% (24h),,
2026-03-18 16:54:15,"$71,241.59",$1.42T,$46.18B,20M BTC,4.45% (24h),,
2026-03-18 17:28:58,"$71,276.52",$1.42T,$46.02B,20M BTC,4.5% (24h),,
2026-03-18 17:59:14,"$71,286.75",$1.42T,$45.95B,20M BTC,4.56% (24h),,
2026-03-18 18:32:28,"$71,006.01",$1.42T,$46.18B,20M BTC,4.46% (24h),,
2026-03-18 19:01:47,"$71,094.50",$1.42T,$45.94B,20M BTC,4.35% (24h),,
2026-03-18 19:40:31,"$71,328.26",$1.42T,$46.01B,20M BTC,3.72% (24h),,
2026-03-18 19:59:08,"$71,252.04",$1.42T,$46.22B,20M BTC,3.63% (24h),,
2026-03-18 21:58:46,"$71,154.43",$1.42T,$46.06B,20M BTC,3.97% (24h),,
2026-03-19 00:23:35,"$70,817.58",$1.41T,$46.5B,20M BTC,4.8% (24h),,
2026-03-19 01:42:31,"$70,868.00",$1.41T,$46.66B,20M BTC,4.32% (24h),,
2026-03-19 02:40:59,"$70,680.88",$1.41T,$46.47B,20M BTC,4.59% (24h),,
2026-03-19 03:36:00,"$69,980.81",$1.39T,$48.44B,20M BTC,5.14% (24h),,
2026-03-19 04:07:02,"$70,127.60",$1.4T,$49.31B,20M BTC,5.25% (24h),,
2026-03-19 05:00:13,"$70,002.33",$1.4T,$50.36B,20M BTC,5.45% (24h),,
2026-03-19 05:45:07,"$70,449.51",$1.4T,$51.15B,20M BTC,5.12% (24h),,
2026-03-19 09:06:20,"$69,335.97",$1.38T,$48.45B,20M BTC,4.25% (24h),,
2026-03-19 09:52:05,"$69,912.89",$1.39T,$48.72B,20M BTC,3.11% (24h),,
2026-03-19 10:39:03,"$69,132.67",$1.38T,$48.46B,20M BTC,3.62% (24h),,
2026-03-19 11:32:15,"$69,232.19",$1.38T,$46.1B,20M BTC,2.83% (24h),,
2026-03-19 12:37:01,"$69,338.78",$1.38T,$47.09B,20M BTC,2.42% (24h),,
2026-03-19 13:38:41,"$69,549.47",$1.39T,$46.95B,20M BTC,2.83% (24h),,
2026-03-19 14:31:34,"$69,678.84",$1.39T,$45.93B,20M BTC,3% (24h),,
2026-03-19 15:29:50,"$70,288.26",$1.4T,$45.72B,20M BTC,1.41% (24h),,
2026-03-19 16:02:46,"$70,241.56",$1.4T,$45.9B,20M BTC,1.12% (24h),,
2026-03-19 16:45:03,"$70,527.85",$1.41T,$44.69B,20M BTC,0.9% (24h),,
2026-03-19 17:21:42,"$70,587.80",$1.41T,$44.59B,20M BTC,1.04% (24h),,
2026-03-19 17:53:01,"$70,415.20",$1.4T,$44.83B,20M BTC,1.25% (24h),,
2026-03-19 18:20:49,"$70,436.28",$1.4T,$44.45B,20M BTC,0.94% (24h),,
2026-03-19 18:52:58,"$70,140.42",$1.4T,$44.81B,20M BTC,1.31% (24h),,
2026-03-19 19:23:28,"$70,016.93",$1.4T,$44.68B,20M BTC,1.53% (24h),,
2026-03-19 19:52:18,"$69,838.60",$1.39T,$44.62B,20M BTC,1.98% (24h),,
2026-03-19 21:19:22,"$70,379.78",$1.4T,$44.76B,20M BTC,0.95% (24h),,
2026-03-19 23:40:52,"$70,626.67",$1.41T,$44.62B,20M BTC,0.94% (24h),,
2026-03-20 01:07:55,"$70,755.19",$1.41T,$44.84B,20M BTC,0.06% (24h),,
2026-03-20 02:04:21,"$70,617.54",$1.41T,$44.73B,20M BTC,0.21% (24h),,
2026-03-20 03:11:14,"$70,344.95",$1.4T,$44.45B,20M BTC,0.27% (24h),,
2026-03-20 03:54:35,"$70,890.61",$1.41T,$42.65B,20M BTC,0.92% (24h),,
2026-03-20 04:33:11,"$71,140.61",$1.42T,$42.92B,20M BTC,1.5% (24h),,
2026-03-20 05:10:41,"$70,917.72",$1.41T,$42.41B,20M BTC,1.14% (24h),,
2026-03-20 05:58:26,"$70,569.54",$1.41T,$42.17B,20M BTC,0.05% (24h),,
2026-03-20 06:35:39,"$70,409.66",$1.4T,$41.21B,20M BTC,0.13% (24h),,
2026-03-20 07:08:26,"$70,718.81",$1.41T,$42.09B,20M BTC,0.81% (24h),,
2026-03-20 07:44:07,"$70,396.48",$1.4T,$42.38B,20M BTC,0.55% (24h),,
2026-03-20 08:03:18,"$70,437.18",$1.4T,$42.13B,20M BTC,0.76% (24h),,
2026-03-20 09:23:02,"$70,487.81",$1.41T,$40.01B,20M BTC,1.58% (24h),,
2026-03-20 10:11:58,"$69,802.68",$1.39T,$39.49B,20M BTC,0.3% (24h),,
2026-03-20 11:05:48,"$69,633.07",$1.39T,$39.82B,20M BTC,0.18% (24h),,
2026-03-20 11:55:55,"$69,829.36",$1.39T,$39.3B,20M BTC,0.58% (24h),,
2026-03-20 12:34:45,"$69,885.39",$1.39T,$38.86B,20M BTC,0.74% (24h),,
2026-03-20 13:22:47,"$69,746.25",$1.39T,$38.85B,20M BTC,0.43% (24h),,
2026-03-20 14:00:03,"$69,960.43",$1.39T,$39.1B,20M BTC,0.15% (24h),,
2026-03-20 14:53:01,"$69,837.45",$1.39T,$39.35B,20M BTC,0.28% (24h),,
2026-03-20 15:33:49,"$69,849.83",$1.39T,$38.48B,20M BTC,0.63% (24h),,
2026-03-20 16:01:16,"$70,151.67",$1.4T,$38.19B,20M BTC,0.08% (24h),,
2026-03-20 16:38:09,"$69,834.66",$1.39T,$38.3B,20M BTC,0.93% (24h),,
2026-03-20 17:02:22,"$70,007.61",$1.4T,$37.86B,20M BTC,0.72% (24h),,
2026-03-20 17:41:43,"$70,436.26",$1.4T,$38.51B,20M BTC,0.06% (24h),,
2026-03-20 18:01:31,"$70,640.02",$1.41T,$38.58B,20M BTC,0.21% (24h),,
2026-03-20 18:34:55,"$70,662.24",$1.41T,$38.94B,20M BTC,0.63% (24h),,
2026-03-20 19:00:15,"$70,794.30",$1.41T,$38.66B,20M BTC,0.94% (24h),,
2026-03-20 19:31:49,"$70,487.18",$1.4T,$38.66B,20M BTC,0.46% (24h),,
2026-03-20 19:56:17,"$70,519.71",$1.41T,$38.34B,20M BTC,0.81% (24h),,
2026-03-20 21:15:51,"$70,671.34",$1.41T,$37.01B,20M BTC,0.36% (24h),,
2026-03-20 23:32:10,"$70,665.75",$1.41T,$36.05B,20M BTC,0.1% (24h),,
2026-03-21 00:55:53,"$70,640.21",$1.41T,$35.1B,20M BTC,0.15% (24h),,
2026-03-21 01:37:14,"$70,760.62",$1.41T,$35.08B,20M BTC,0.17% (24h),,
2026-03-21 02:06:28,"$70,714.47",$1.41T,$35.55B,20M BTC,0.16% (24h),,
2026-03-21 03:01:18,"$70,771.00",$1.41T,$35.5B,20M BTC,0.55% (24h),,
2026-03-21 03:37:09,"$70,779.12",$1.41T,$34.41B,20M BTC,0.14% (24h),,
2026-03-21 03:57:25,"$70,696.83",$1.41T,$33.97B,20M BTC,0.23% (24h),,
2026-03-21 04:25:31,"$70,568.58",$1.41T,$33.28B,20M BTC,0.95% (24h),,
2026-03-21 04:55:46,"$70,572.58",$1.41T,$33.16B,20M BTC,0.74% (24h),,
2026-03-21 05:25:41,"$70,638.91",$1.41T,$32.46B,20M BTC,0.22% (24h),,
2026-03-21 05:53:44,"$70,660.54",$1.41T,$31.98B,20M BTC,0.17% (24h),,
2026-03-21 06:19:55,"$70,572.95",$1.41T,$31.75B,20M BTC,0.26% (24h),,
2026-03-21 06:49:38,"$70,565.00",$1.41T,$31.43B,20M BTC,0.02% (24h),,
2026-03-21 07:03:11,"$70,592.42",$1.41T,$31.29B,20M BTC,0.01% (24h),,
2026-03-21 07:35:01,"$70,585.72",$1.41T,$31.05B,20M BTC,0.16% (24h),,
2026-03-21 07:52:33,"$70,611.51",$1.41T,$30.85B,20M BTC,0.36% (24h),,
2026-03-21 08:31:44,"$70,739.73",$1.41T,$30.41B,20M BTC,0.41% (24h),,
2026-03-21 09:27:12,"$70,730.33",$1.41T,$29.59B,20M BTC,0.21% (24h),,
2026-03-21 09:58:31,"$70,718.10",$1.41T,$28.46B,20M BTC,1.15% (24h),,
2026-03-21 10:24:18,"$70,942.73",$1.41T,$27.44B,20M BTC,1.79% (24h),,
2026-03-21 10:52:36,"$70,667.24",$1.41T,$26.36B,20M BTC,1.18% (24h),,
2026-03-21 11:19:53,"$70,495.04",$1.41T,$25.67B,20M BTC,1.19% (24h),,
2026-03-21 11:44:59,"$70,656.86",$1.41T,$25.28B,20M BTC,1.02% (24h),,
2026-03-21 12:00:45,"$70,596.02",$1.41T,$25.17B,20M BTC,1.05% (24h),,
2026-03-21 12:35:15,"$70,445.46",$1.4T,$24.41B,20M BTC,0.83% (24h),,
2026-03-21 12:59:09,"$70,293.56",$1.4T,$23.93B,20M BTC,0.61% (24h),,
2026-03-21 13:25:36,"$70,374.62",$1.4T,$23.62B,20M BTC,0.84% (24h),,
2026-03-21 13:49:38,"$70,365.47",$1.4T,$23.19B,20M BTC,1.06% (24h),,
2026-03-21 14:01:37,"$70,314.30",$1.4T,$22.91B,20M BTC,0.46% (24h),,
2026-03-21 14:44:32,"$70,469.79",$1.4T,$22.26B,20M BTC,1.08% (24h),,
2026-03-21 15:06:52,"$70,406.72",$1.4T,$21.82B,20M BTC,0.81% (24h),,
2026-03-21 15:35:47,"$70,363.78",$1.4T,$21.57B,20M BTC,0.82% (24h),,
2026-03-21 15:51:55,"$70,341.65",$1.4T,$21.3B,20M BTC,0.57% (24h),,
2026-03-21 16:00:46,"$70,379.11",$1.4T,$21.24B,20M BTC,0.31% (24h),,
2026-03-21 16:31:47,"$70,464.94",$1.4T,$20.81B,20M BTC,0.74% (24h),,
2026-03-21 16:56:17,"$70,451.82",$1.4T,$20.78B,20M BTC,0.59% (24h),,
2026-03-21 17:18:49,"$70,384.20",$1.4T,$20.79B,20M BTC,0.22% (24h),,
2026-03-21 17:43:25,"$70,371.86",$1.4T,$20.24B,20M BTC,0.04% (24h),,
2026-03-21 17:59:18,"$70,344.04",$1.4T,$20.13B,20M BTC,0.25% (24h),,
2026-03-21 18:24:39,"$70,290.12",$1.4T,$19.68B,20M BTC,0.62% (24h),,
2026-03-21 18:49:01,"$70,286.29",$1.4T,$19.61B,20M BTC,0.53% (24h),,
2026-03-21 19:03:03,"$70,232.67",$1.4T,$19.67B,20M BTC,0.64% (24h),,
2026-03-21 19:37:32,"$70,151.31",$1.4T,$19.5B,20M BTC,0.48% (24h),,
2026-03-21 19:54:56,"$69,055.16",$1.38T,$20.54B,20M BTC,2.15% (24h),,
2026-03-21 21:23:27,"$69,020.23",$1.38T,$24.76B,20M BTC,2.28% (24h),,
2026-03-21 23:59:06,"$69,332.06",$1.38T,$26.22B,20M BTC,1.9% (24h),,
2026-03-22 01:19:31,"$69,258.89",$1.38T,$26.56B,20M BTC,2.08% (24h),,
2026-03-22 02:09:54,"$69,083.44",$1.38T,$25.98B,20M BTC,2.31% (24h),,
2026-03-22 03:07:42,"$69,213.31",$1.38T,$25.43B,20M BTC,2.16% (24h),,
2026-03-22 03:48:28,"$69,013.92",$1.38T,$25.45B,20M BTC,2.39% (24h),,
2026-03-22 04:03:21,"$68,748.38",$1.37T,$25.46B,20M BTC,2.76% (24h),,
2026-03-22 04:51:25,"$68,760.58",$1.37T,$25.9B,20M BTC,2.58% (24h),,
2026-03-22 05:19:23,"$68,695.67",$1.37T,$25.91B,20M BTC,2.79% (24h),,
2026-03-22 05:51:03,"$68,794.12",$1.37T,$26.23B,20M BTC,2.6% (24h),,
2026-03-22 06:03:25,"$68,795.29",$1.37T,$26.32B,20M BTC,2.62% (24h),,
2026-03-22 06:43:47,"$68,627.28",$1.37T,$26.16B,20M BTC,2.77% (24h),,
2026-03-22 07:03:01,"$68,610.85",$1.37T,$26.37B,20M BTC,2.8% (24h),,
2026-03-22 07:35:38,"$68,475.39",$1.36T,$26.59B,20M BTC,2.98% (24h),,
2026-03-22 07:53:17,"$68,239.50",$1.36T,$26.6B,20M BTC,3.35% (24h),,
2026-03-22 08:33:00,"$68,652.43",$1.37T,$27.58B,20M BTC,2.94% (24h),,
2026-03-22 09:31:01,"$68,828.44",$1.37T,$28.16B,20M BTC,2.67% (24h),,
2026-03-22 10:01:04,"$68,741.57",$1.37T,$28.3B,20M BTC,2.85% (24h),,
2026-03-22 10:33:18,"$68,820.92",$1.37T,$28B,20M BTC,2.97% (24h),,
2026-03-22 10:58:11,"$68,693.92",$1.37T,$27.87B,20M BTC,2.68% (24h),,
2026-03-22 11:22:57,"$68,825.38",$1.37T,$27.96B,20M BTC,2.46% (24h),,
2026-03-22 11:47:51,"$68,787.75",$1.37T,$27.87B,20M BTC,2.61% (24h),,
2026-03-22 12:01:27,"$68,838.07",$1.37T,$27.87B,20M BTC,2.49% (24h),,
2026-03-22 12:37:06,"$68,779.47",$1.37T,$27.81B,20M BTC,2.37% (24h),,
2026-03-22 13:00:07,"$68,816.87",$1.37T,$27.7B,20M BTC,2.1% (24h),,
2026-03-22 13:27:25,"$68,810.24",$1.37T,$27.6B,20M BTC,2.2% (24h),,
2026-03-22 13:50:42,"$68,713.28",$1.37T,$27.57B,20M BTC,2.34% (24h),,
2026-03-22 14:03:00,"$68,617.06",$1.37T,$27.6B,20M BTC,2.43% (24h),,
2026-03-22 14:54:27,"$68,555.11",$1.37T,$27.87B,20M BTC,2.58% (24h),,
2026-03-22 15:21:02,"$68,358.72",$1.36T,$27.96B,20M BTC,2.93% (24h),,
2026-03-22 15:43:56,"$68,385.26",$1.36T,$28.18B,20M BTC,2.76% (24h),,
2026-03-22 15:58:06,"$68,199.78",$1.36T,$29.02B,20M BTC,3.09% (24h),,
2026-03-22 16:23:45,"$68,458.87",$1.36T,$29.1B,20M BTC,2.78% (24h),,
2026-03-22 16:51:09,"$68,303.72",$1.36T,$28.92B,20M BTC,3.04% (24h),,
2026-03-22 17:14:34,"$67,734.44",$1.35T,$29.41B,20M BTC,3.73% (24h),,
2026-03-22 17:44:23,"$67,867.85",$1.35T,$30.47B,20M BTC,3.55% (24h),,
2026-03-22 18:00:27,"$67,776.58",$1.35T,$30.57B,20M BTC,3.65% (24h),,
2026-03-22 18:29:25,"$68,310.78",$1.36T,$31.18B,20M BTC,2.79% (24h),,
2026-03-22 18:53:57,"$68,308.40",$1.36T,$31.48B,20M BTC,2.8% (24h),,
